training_percent,n_samples,n_seeds,train_mean,train_std,val_mean,val_std,test_mean,test_std
20.0,270,5,0.7647292963529242,0.19029691541245,0.7936494367426816,0.1662560352056502,2.6250167538677625,1.2924900031584856
40.0,541,5,0.2658081707431198,0.04037856019647093,0.27623715055316833,0.04645323335063743,0.29986091685359517,0.0573284610358068
60.0,811,5,0.4745819565368368,0.06581893655326633,0.4576809678348474,0.07058682745911915,0.47791806926943076,0.06701279203564349
80.0,1082,5,0.2551259832584046,0.04040171481821209,0.25146541314717613,0.038212657304462404,0.2630380480336213,0.0396739245874887
100.0,1352,5,0.360136421377948,0.09458372352089298,0.34935946664369294,0.08582639214536936,0.36225815348942947,0.0845312833478086
