training_percent,n_samples,n_seeds,train_mean,train_std,val_mean,val_std,test_mean,test_std
20.0,270,1,0.1016742837779567,,0.1357111715298498,,0.2255454551802407,
40.0,541,1,0.1613842157896938,,0.1682569620180038,,0.2011533087389597,
60.0,811,1,0.190089749503044,,0.1961351446003531,,0.1895934960966026,
80.0,1082,1,0.1656520317011132,,0.1801575034350416,,0.1655292857545086,
100.0,1352,1,0.0969547765297394,,0.0913157602344691,,0.0995176597802594,
