training_percent,n_samples,train_mean,train_std,val_mean,val_std,test_mean,test_std,dist_min,dist_median,dist_max
5.0,68,3.4136895705058534,5.101749418603974,4.428698032423909,2.3750268552927642,4.180941345399366,1.8953824760121407,0.8757013948690048,0.8946339224461232,0.9711650080807196
10.0,135,5.348761085335409,7.707156350732831,4.119215549717478,2.828631244630475,3.8090464208272494,2.500034574023801,0.8656822359908626,0.8757013948690048,0.9711650080807196
20.0,270,0.2212612892519941,0.02056093051952645,0.3843304102085572,0.26476220362083325,0.37783882104805705,0.26443951163730073,0.8523197126498249,0.8656822359908626,0.9711650080807196
30.0,406,0.19748434763116549,0.033531718086302946,0.19693929492254592,0.006463785603972343,0.19012693217689067,0.007091716372888723,0.8479992354991301,0.856618399134557,0.9711650080807196
50.0,676,0.17885922928310014,0.022009904270760695,0.17621273013566716,0.02298209775515296,0.17656400751564194,0.018249582552638616,0.7014912308982475,0.8496219890891173,0.9711650080807196
70.0,946,0.15310704852299875,0.01398077055824081,0.15580763789198304,0.0067777761467237106,0.15891090581531442,0.007892632156266184,0.6949152542372881,0.8479992354991301,0.9711650080807196
100.0,1352,0.15003215357003533,0.002149593249098889,0.15178411186512572,0.00991157855904107,0.15757856907640025,0.012040544027501253,0.030303030303030203,0.7014912308982475,0.9711650080807196
